n_ref,statut_infos,departement,ville,code_commune,nom,structure_porteuse,code_postal,adresse,adresse_suite,adresse_full,nature_juridique,type_lieu,rattachement,tel_structure,email_structure,site_internet,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,date_maj,public_toutes_actions,conditions_acces_toutes_actions,type_mediation_1,public_si_different_1,conditions_acces_si_diff_1,presta_mediation_1,type_mediation_2,public_si_different_2,conditions_acces_si_diff_2,presta_mediation_2,type_mediation_3,public_si_different_3,conditions_acces_si_diff_3,presta_mediation_3,type_mediation_4,public_si_different_4,conditions_acces_si_diff_4,presta_mediation_4,type_mediation_5,public_si_different_5,conditions_acces_si_diff_5,presta_mediation_5,code_label,wifi,precisions,codes_types_mediations,codes_publics,codes_thematiques,lat,lon,BAN_latitude,BAN_longitude,BAN_adress,BAN_adress_full,BAN_city,BAN_postcode,BAN_depcode
Ref_0757,,46,Cahors,46042,DEPARTEMENT DU LOT,,46000,AV DE LEUROPE CONSEIL DEPARTEMENTAL REGOURD 46000 CAHORS,,AV DE LEUROPE CONSEIL DEPARTEMENTAL REGOURD 46000 CAHORS ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.46808,1.425782,44.46808,1.425782,Chemin de Regourd,Chemin de Regourd 46000 Cahors,Cahors,46000,46
Ref_0758,,46,Cahors,46042,CENTRE TECHNICO SOCIAL CADURCIEN,,46000,RUE CAMILLE DESMOULINS TERRE ROUGE 46000 CAHORS,,RUE CAMILLE DESMOULINS TERRE ROUGE 46000 CAHORS ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.460886,1.454045,44.460886,1.454045,Rue Camille Desmoulins,Rue Camille Desmoulins 46000 Cahors,Cahors,46000,46
Ref_0759,,46,Cahors,46042,SECOURS POPULAIRE FRANCAIS,,46000,198 CHE LUDO ROLLES 46000 CAHORS,,198 CHE LUDO ROLLES 46000 CAHORS ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.452671,1.443458,44.452671,1.443458,198 Chemin Ludo Rollès,198 Chemin Ludo Rollès 46000 Cahors,Cahors,46000,46
Ref_0760,,46,Cahors,46042,CHAMBRE DEPARTEMENTALE D'AGRICULTURE,,46000,430 AV JEAN JAURES 46000 CAHORS,,430 AV JEAN JAURES 46000 CAHORS ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.449268,1.434017,44.449268,1.434017,430 Avenue Jean Jaurès,430 Avenue Jean Jaurès 46000 Cahors,Cahors,46000,46
Ref_0761,,46,Cahors,46042,RESEAU ENTRAIDE ET RELATION TERRE ROUGE,,46000,333 AV EDOUARD HERRIOT 46000 CAHORS,,333 AV EDOUARD HERRIOT 46000 CAHORS ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.461062,1.451111,44.461062,1.451111,333 Avenue Edouard Herriot,333 Avenue Edouard Herriot 46000 Cahors,Cahors,46000,46
Ref_0762,,46,Cahors,46042,CENTRE COMMUNAL D'ACTION SOCIALE,,46000,73 BD LEON GAMBETTA MAIRIE 46000 CAHORS,,73 BD LEON GAMBETTA MAIRIE 46000 CAHORS ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,,,44.446708,1.44077,73 Boulevard Léon-Gambetta,73 Boulevard Léon-Gambetta 46000 Cahors,Cahors,46000,46
Ref_0763,,46,Labastide-Marnhac,46137,TIERS LIEU DEDIE A L'ECONOMIE SOCIALE ET SOLIDAIRE,,46090,LD POUDANS 46090 LABASTIDE-MARNHAC,,LD POUDANS 46090 LABASTIDE-MARNHAC ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.375619,1.351313,44.375619,1.351313,Chemin de Poudans,Chemin de Poudans 46090 Labastide-Marnhac,Labastide-Marnhac,46090,46
Ref_0764,,46,Figeac,46102,CC GRAND-FIGEAC,,46100,35 ALL VICTOR HUGO 46100 FIGEAC,,35 ALL VICTOR HUGO 46100 FIGEAC ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,ACCDS,,,,MFS,,,ORDM-ACCN-COMP-SENS-ACCDS,,,44.606468,2.036862,44.606468,2.036862,35 Allee Victor Hugo,35 Allee Victor Hugo 46100 Figeac,Figeac,46100,46
Ref_0765,,46,Figeac,46102,ASS RECHERCHE EMPLOI GEST ANIM INSER NAT,,46100,6 RUE SAINTE MARTHE 46100 FIGEAC,,6 RUE SAINTE MARTHE 46100 FIGEAC ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.608518,2.029388,44.608518,2.029388,6 Rue Sainte Marthe,6 Rue Sainte Marthe 46100 Figeac,Figeac,46100,46
Ref_0766,,46,Leyme,46170,ASSOCIATION SEGALA LIMARGUE,,46120,RUE PRINCIPALE 46120 LEYME,,RUE PRINCIPALE 46120 LEYME ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,ACCDS,,,,MFS,,,ORDM-ACCN-COMP-SENS-ACCDS,,,44.786859,1.89962,44.786859,1.89962,Rue Principale,Rue Principale 46120 Leyme,Leyme,46120,46
Ref_0767,,46,Cajarc,46045,LA LOCOLLECTIVE,,46160,18 AV DE LA GARE 46160 CAJARC,,18 AV DE LA GARE 46160 CAJARC ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.484695,1.845498,44.484695,1.845498,18 Avenue de la Gare,18 Avenue de la Gare 46160 Cajarc,Cajarc,46160,46
Ref_0768,,46,Castelnau Montratier-Sainte Alauzie,46063,COMMUNAUTE DE COMMUNES DU QUERCY BLANC,,46170,37 PL LEON GAMBETTA 46170 CASTELNAU MONTRATIER STE ALAUZIE,,37 PL LEON GAMBETTA 46170 CASTELNAU MONTRATIER STE ALAUZIE ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.267267,1.353195,44.267267,1.353195,37 Place Gambetta,37 Place Gambetta 46170 Castelnau Montratier-Sainte Alauzie,Castelnau Montratier-Sainte Alauzie,46170,46
Ref_0769,,46,Castelnau Montratier-Sainte Alauzie,46063,LA POSTE,,46170,10 AV DU GENERAL DE GAULLE 46170 CASTELNAU MONTRATIER STE ALAUZIE,,10 AV DU GENERAL DE GAULLE 46170 CASTELNAU MONTRATIER STE ALAUZIE ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.270221,1.352626,44.270221,1.352626,10 Avenue du General de Gaulle,10 Avenue du General de Gaulle 46170 Castelnau Montratier-Sainte Alauzie,Castelnau Montratier-Sainte Alauzie,46170,46
Ref_0770,,46,Souillac,46309,CC CAUSSES ET VALLEE DE LA DORDOGNE,,46200,LD BRAMEFOND 46200 SOUILLAC,,LD BRAMEFOND 46200 SOUILLAC ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,ACCDS,,,,MFS,,,ORDM-ACCN-COMP-SENS-ACCDS,,,44.903455,1.45862,44.903455,1.45862,Route de Bramefond,Route de Bramefond 46200 Souillac,Souillac,46200,46
Ref_0771,,46,Lalbenque,46148,CC DU PAYS DE LALBENQUE-LIMOGNE,,46230,PL DE LA BASCULE MAISON COMMUNAUTAIRE 46230 LALBENQUE,,PL DE LA BASCULE MAISON COMMUNAUTAIRE 46230 LALBENQUE ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.338049,1.547636,44.338049,1.547636,Place de la Bascule,Place de la Bascule 46230 Lalbenque,Lalbenque,46230,46
Ref_0772,,46,Bagnac-sur-Célé,46015,LA POSTE,,46270,6 AV JOSEPH CANTELOUBE 46270 BAGNAC-SUR-CELE,,6 AV JOSEPH CANTELOUBE 46270 BAGNAC-SUR-CELE ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.665561,2.158322,44.665561,2.158322,6 Avenue Joseph Canteloube,6 Avenue Joseph Canteloube 46270 Bagnac-sur-Célé,Bagnac-sur-Célé,46270,46
Ref_0773,,46,Gourdon,46127,COMMUNAUTE COMMUNES QUERCY BOURIANE,,46300,98 AV GAMBETTA 46300 GOURDON,,98 AV GAMBETTA 46300 GOURDON ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,ACCDS,,,,MFS,,,ORDM-ACCN-COMP-SENS-ACCDS,,,44.739162,1.389239,44.739162,1.389239,98 Avenue Gambetta,98 Avenue Gambetta 46300 Gourdon,Gourdon,46300,46
Ref_0774,,46,Rocamadour,46240,OFFICE DE TOURISME DE LA VALLEE DE LA DORDOGNE,,46500,L HOSPITALET 46500 ROCAMADOUR,,L HOSPITALET 46500 ROCAMADOUR ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.803368,1.630315,44.803368,1.630315,Rocamadour,Rocamadour,Rocamadour,46500,46
Ref_0775,,46,Puy-l'Évêque,46231,COMMUNAUTE DE COMMUNES DE LA VALLEE DU LOT ET DU VIGNOBLE,,46700,13 AV DE LA GARE 46700 PUY LEVEQUE,,13 AV DE LA GARE 46700 PUY LEVEQUE ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.500833,1.132026,44.500833,1.132026,13 Avenue de la Gare,13 Avenue de la Gare 46700 Puy-l'Évêque,Puy-l'Évêque,46700,46
Ref_0776,,48,Mende,48095,COMMUNE DE MENDE,,48000,PL CHARLES DE GAULLE 48000 MENDE,,PL CHARLES DE GAULLE 48000 MENDE ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.517235,3.494011,44.517235,3.494011,Rue Charles Morel,Rue Charles Morel 48000 Mende,Mende,48000,48
Ref_0777,,48,Mende,48095,CHAMBRE D AGRICULTURE DE LA LOZERE,,48000,25 AV MARECHAL FOCH 48000 MENDE,,25 AV MARECHAL FOCH 48000 MENDE ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.518158,3.493391,44.518158,3.493391,25 Avenue Maréchal Foch,25 Avenue Maréchal Foch 48000 Mende,Mende,48000,48
Ref_0778,,48,Montpellier,34172,ASS LANGUEDOC ACCOMPAGNEMENT,,48000,PL JEAN ANTOINE CHAPTAL MSA DU LANGUEDOC 34000 MONTPELLIER,,PL JEAN ANTOINE CHAPTAL MSA DU LANGUEDOC 34000 MONTPELLIER ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,43.603126,3.867233,43.603126,3.867233,Place Jean Antoine Chaptal,Place Jean Antoine Chaptal 34000 Montpellier,Montpellier,34000,34
Ref_0779,,48,Mende,48095,NUM'N COOP,,48000,12 RUE ALBERT EINSTEIN POLEN 48000 MENDE,,12 RUE ALBERT EINSTEIN POLEN 48000 MENDE ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.528315,3.467043,44.528315,3.467043,12 Rue Albert Einstein,12 Rue Albert Einstein 48000 Mende,Mende,48000,48
Ref_0780,,48,Mende,48095,LA POSTE,,48000,6 BD DU SOUBEYRAN 48000 MENDE,,6 BD DU SOUBEYRAN 48000 MENDE ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.516677,3.499198,44.516677,3.499198,6 Rue du Soubeyran,6 Rue du Soubeyran 48000 Mende,Mende,48000,48
Ref_0781,,48,Bourg,52062,COMMUNE DE BOURG,,48100,RUE DE LEGLISE 52200 BOURG,,RUE DE LEGLISE 52200 BOURG ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,47.794043,5.311128,47.794043,5.311128,Rue de l’Eglise,Rue de l’Eglise 52200 Bourg,Bourg,52200,52
Ref_0782,,48,Marvejols,48092,COMMUNAUTE DE COMMUNES DU GEVAUDAN,,48100,4 RUE DES CHAZELLES POLE DACTIVITES DU GEVAUDAN 48100 MARVEJOLS,,4 RUE DES CHAZELLES POLE DACTIVITES DU GEVAUDAN 48100 MARVEJOLS ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,ACCDS,,,,MFS,,,ORDM-ACCN-COMP-SENS-ACCDS,,,44.569201,3.280852,44.569201,3.280852,4 Rue des Chazelles,4 Rue des Chazelles 48100 Marvejols,Marvejols,48100,48
Ref_0783,,48,Sainte-Croix-Vallée-Française,48144,FOYER RURAL DE LA VALLEE FRANCAISE,,48110,MAIRIE 48110 SAINTE-CROIX-VALLEE-FRANCAISE,,MAIRIE 48110 SAINTE-CROIX-VALLEE-FRANCAISE ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.187,3.745,44.187,3.745,Sainte-Croix-Vallée-Française,Sainte-Croix-Vallée-Française,Sainte-Croix-Vallée-Française,48110,48
Ref_0784,,48,Mont Lozère et Goulet,48027,COMMUNAUTE DE COMMUNES MONT LOZERE,,48190,RTE DU MONT LOZERE 48190 MONT LOZERE ET GOULET,,RTE DU MONT LOZERE 48190 MONT LOZERE ET GOULET ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,ACCDS,,,,MFS,,,ORDM-ACCN-COMP-SENS-ACCDS,,,44.485926,3.733753,44.485926,3.733753,Route du Mont Lozere,Route du Mont Lozere 48190 Mont Lozère et Goulet,Mont Lozère et Goulet,48190,48
Ref_0785,,48,Saint-Chély-d'Apcher,48140,DES TERRES D'APCHER-MARGERIDE-AUBRAC,,48200,67 RUE THEOPHILE ROUSSEL MAIRIE 48200 SAINT CHELY DAPCHER,,67 RUE THEOPHILE ROUSSEL MAIRIE 48200 SAINT CHELY DAPCHER ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,ACCDS,,,,MFS,,,ORDM-ACCN-COMP-SENS-ACCDS,,,44.801797,3.27549,44.801797,3.27549,67 Rue Théophile Roussel,67 Rue Théophile Roussel 48200 Saint-Chély-d'Apcher,Saint-Chély-d'Apcher,48200,48
Ref_0786,,48,Chanac,48039,LA POSTE,,48230,5372 RUE DES ECOLES 48230 CHANAC,,5372 RUE DES ECOLES 48230 CHANAC ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.466086,3.341704,44.466086,3.341704,Rue des Ecoles,Rue des Ecoles 48230 Chanac,Chanac,48230,48
Ref_0787,,48,Ventalon en Cévennes,48152,EPI DE MAINS,,48240,RTE DES CRETES LESPINAS 48160 VENTALON EN CEVENNES,,RTE DES CRETES LESPINAS 48160 VENTALON EN CEVENNES ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.310656,3.880533,44.310656,3.880533,Lespinas,Lespinas 48240 Ventalon en Cévennes,Ventalon en Cévennes,48240,48
Ref_0788,,48,Langogne,48080,COMMUNAUTE DE COMMUNES DU HAUT ALLIER,,48300,1 QUAI DU LANGOUYROU ESPACE RAYNAL 48300 LANGOGNE,,1 QUAI DU LANGOUYROU ESPACE RAYNAL 48300 LANGOGNE ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,ACCDS,,,,MFS,,,ORDM-ACCN-COMP-SENS-ACCDS,,,44.725711,3.857039,44.725711,3.857039,1 Quai du Langouyrou,1 Quai du Langouyrou 48300 Langogne,Langogne,48300,48
Ref_0789,,48,Florac Trois Rivières,48061,LA POMPE,,48400,11 QUA DU PONT DU TARN 48400 FLORAC TROIS RIVIERES,,11 QUA DU PONT DU TARN 48400 FLORAC TROIS RIVIERES ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.317321,3.613219,44.317321,3.613219,La Parro,La Parro 48400 Florac Trois Rivières,Florac Trois Rivières,48400,48
Ref_0790,,48,La Canourgue,48034,COMMUNE DE LA CANOURGUE,,48500,PL DU PRE COMMUN 48500 LA CANOURGUE,,PL DU PRE COMMUN 48500 LA CANOURGUE ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,ACCDS,,,,MFS,,,ORDM-ACCN-COMP-SENS-ACCDS,,,44.431697,3.214794,44.431697,3.214794,Place du Pré Commun,Place du Pré Commun 48500 La Canourgue,La Canourgue,48500,48
Ref_0791,,48,Monts-de-Randon,48127,RANDON - MARGERIDE,,48700,MAIRIE 48700 MONTS-DE-RANDON,,MAIRIE 48700 MONTS-DE-RANDON ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,ACCDS,,,,MFS,,,ORDM-ACCN-COMP-SENS-ACCDS,,,44.635885,3.479766,44.635885,3.479766,Place de la Mairie (Saint-Amans),Place de la Mairie (Saint-Amans) 48700 Monts-de-Randon,Monts-de-Randon,48700,48
Ref_0792,,66,Perpignan,66136,DEPARTEMENT DES PYRENEES-ORIENTALES,,66000,24 QUAI SADI CARNOT 66000 PERPIGNAN,,24 QUAI SADI CARNOT 66000 PERPIGNAN ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,42.700031,2.893436,42.700031,2.893436,24 Quai Sadi Carnot,24 Quai Sadi Carnot 66000 Perpignan,Perpignan,66000,66
Ref_0793,,66,Perpignan,66136,PERPIGNAN MEDITERRANEE METROPOLE COMMUNAUTE URBAINE,,66000,11 BD SAINT ASSISCLE 66000 PERPIGNAN,,11 BD SAINT ASSISCLE 66000 PERPIGNAN ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,42.696075,2.878176,42.696075,2.878176,11 Boulevard Saint Assiscle,11 Boulevard Saint Assiscle 66000 Perpignan,Perpignan,66000,66
Ref_0795,,66,Perpignan,66136,ESPOIR FEMININ PERPIGNAN,,66000,AV D ATHENES STADE DE SAINT-ASSISCLE 66000 PERPIGNAN,,AV D ATHENES STADE DE SAINT-ASSISCLE 66000 PERPIGNAN ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,42.696258,2.878092,42.696258,2.878092,Boulevard Saint Assiscle,Boulevard Saint Assiscle 66000 Perpignan,Perpignan,66000,66
Ref_0796,,66,Perpignan,66136,ASSOCIATION LA ROSERAIE SERVICES,,66000,51 SQ DE PRADELLES 66000 PERPIGNAN,,51 SQ DE PRADELLES 66000 PERPIGNAN ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,42.705024,2.879885,42.705024,2.879885,51 Square de Pradelles,51 Square de Pradelles 66000 Perpignan,Perpignan,66000,66
Ref_0797,,66,Perpignan,66136,PLATEFORME SOLIDARITE INTERNATIONALE,,66000,2 RUE DU CASTILLET 66000 PERPIGNAN,,2 RUE DU CASTILLET 66000 PERPIGNAN ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,42.70071,2.894439,42.70071,2.894439,2 Rue du Castillet,2 Rue du Castillet 66000 Perpignan,Perpignan,66000,66
Ref_0798,,66,Perpignan,66136,LA NOUVELLE CYBERBODEGA,,66000,26 RUE DE L AVENIR 66000 PERPIGNAN,,26 RUE DE L AVENIR 66000 PERPIGNAN ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,42.695875,2.884987,42.695875,2.884987,26 Rue de l'Avenir,26 Rue de l'Avenir 66000 Perpignan,Perpignan,66000,66
Ref_0799,,66,Perpignan,66136,CHAMBRE AGRICULTURE PYRENEES ORIENTALES,,66000,19 AV DE LA GRANDE BRETAGNE 66000 PERPIGNAN,,19 AV DE LA GRANDE BRETAGNE 66000 PERPIGNAN ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,42.699267,2.880837,42.699267,2.880837,19 Avenue de Grande Bretagne,19 Avenue de Grande Bretagne 66000 Perpignan,Perpignan,66000,66
Ref_0800,,66,Perpignan,66136,MEDIANCE 66,,66000,1 RUE D IENA 66000 PERPIGNAN,,1 RUE D IENA 66000 PERPIGNAN ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,42.697474,2.885674,42.697474,2.885674,1 Rue d'Iena,1 Rue d'Iena 66000 Perpignan,Perpignan,66000,66
Ref_0801,,66,Perpignan,66136,CHAMBRE DE COMMERCE ET D'INDUSTRIE DE REGION OCCITANIE,,66000,QUAI DE LATTRE DE TASSIGNY 66000 PERPIGNAN,,QUAI DE LATTRE DE TASSIGNY 66000 PERPIGNAN ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,42.697557,2.890879,42.697557,2.890879,Quai de Lattre de Tassigny,Quai de Lattre de Tassigny 66000 Perpignan,Perpignan,66000,66
Ref_0802,,66,Perpignan,66136,COMMUNE DE PERPIGNAN,,66000,PL DE LA LOGE 66000 PERPIGNAN,,PL DE LA LOGE 66000 PERPIGNAN ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,42.699548,2.894465,42.699548,2.894465,Place de la Loge,Place de la Loge 66000 Perpignan,Perpignan,66000,66
Ref_0803,,66,Montpellier,34172,NOUAS FORMATION,,66000,710 RUE D ALCO 34080 MONTPELLIER,,710 RUE D ALCO 34080 MONTPELLIER ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,43.617368,3.839961,43.617368,3.839961,710 Rue d'Alco,710 Rue d'Alco 34080 Montpellier,Montpellier,34080,34
Ref_0804,,66,Perpignan,66136,LA POSTE,,66000,8 RUE GEORGES BUFFON 66000 PERPIGNAN,,8 RUE GEORGES BUFFON 66000 PERPIGNAN ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,42.695175,2.876971,42.695175,2.876971,8 Rue Georges Buffon,8 Rue Georges Buffon 66000 Perpignan,Perpignan,66000,66
Ref_0805,,66,Perpignan,66136,LA POSTE,,66000,3 RUE DE LA FUSTERIE 66000 PERPIGNAN,,3 RUE DE LA FUSTERIE 66000 PERPIGNAN ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,42.697774,2.89523,42.697774,2.89523,3 Rue de la Fusterie,3 Rue de la Fusterie 66000 Perpignan,Perpignan,66000,66
Ref_0806,,66,Toulouges,66213,ASS DEPARTEMENTALE DES PUPILLES DE L ENSEIGNEMENT PUBLIC,,66100,10 RUE PAUL SEJOURNE BP 22 66350 TOULOUGES,,10 RUE PAUL SEJOURNE BP 22 66350 TOULOUGES ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,42.66462,2.821857,42.66462,2.821857,10 Rue Paul Sejourne,10 Rue Paul Sejourne 66350 Toulouges,Toulouges,66350,66
Ref_0807,,66,Arles-sur-Tech,66009,COMMUNAUTE DE COMMUNES DU HAUT VALLESPIR,,66150,8 BD DU RIUFERRER 66150 ARLES-SUR-TECH,,8 BD DU RIUFERRER 66150 ARLES-SUR-TECH ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,42.455704,2.630973,42.455704,2.630973,8 Boulevard du Riuferrer,8 Boulevard du Riuferrer 66150 Arles-sur-Tech,Arles-sur-Tech,66150,66
Ref_0808,,66,Le Boulou,66024,COMMUNE DE LE BOULOU,,66160,AV LEON JEAN GREGORY 66160 LE BOULOU,,AV LEON JEAN GREGORY 66160 LE BOULOU ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,42.527039,2.831667,42.527039,2.831667,Avenue Leon Jean Gregory,Avenue Leon Jean Gregory 66160 Le Boulou,Le Boulou,66160,66
Ref_0809,,66,La Llagonne,66098,CC PYRENEES CATALANES,,66210,COL DE LA QUILLANE 66210 LA LLAGONNE,,COL DE LA QUILLANE 66210 LA LLAGONNE ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,ACCDS,,,,MFS,,,ORDM-ACCN-COMP-SENS-ACCDS,,,42.525609,2.122663,42.525609,2.122663,Carrer de la Quillane,Carrer de la Quillane 66210 La Llagonne,La Llagonne,66210,66
Ref_0810,,66,Thuir,66210,COMMUNAUTE DE COMMUNES DES ASPRES,,66300,ALL HECTOR CAPDELLAYRE IMMEUBLE CHRISTIAN BOURQUIN - 2E ETAGE 66300 THUIR,,ALL HECTOR CAPDELLAYRE IMMEUBLE CHRISTIAN BOURQUIN - 2E ETAGE 66300 THUIR ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,ACCDS,,,,MFS,,,ORDM-ACCN-COMP-SENS-ACCDS,,,42.634052,2.759142,42.634052,2.759142,Allee Hector Capdelayre,Allee Hector Capdelayre 66300 Thuir,Thuir,66300,66
Ref_0811,,66,Ponteilla,66145,COMMUNE DE PONTEILLA,,66300,RUE DU CONFLENT 66300 PONTEILLA,,RUE DU CONFLENT 66300 PONTEILLA ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,42.626734,2.811739,42.626734,2.811739,Rue du Conflent,Rue du Conflent 66300 Ponteilla,Ponteilla,66300,66
