n_ref,statut_infos,departement,ville,code_commune,nom,structure_porteuse,code_postal,adresse,adresse_suite,adresse_full,nature_juridique,type_lieu,rattachement,tel_structure,email_structure,site_internet,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,date_maj,public_toutes_actions,conditions_acces_toutes_actions,type_mediation_1,public_si_different_1,conditions_acces_si_diff_1,presta_mediation_1,type_mediation_2,public_si_different_2,conditions_acces_si_diff_2,presta_mediation_2,type_mediation_3,public_si_different_3,conditions_acces_si_diff_3,presta_mediation_3,type_mediation_4,public_si_different_4,conditions_acces_si_diff_4,presta_mediation_4,type_mediation_5,public_si_different_5,conditions_acces_si_diff_5,presta_mediation_5,code_label,label_full,wifi,precisions,lat,lon,codes_types_mediations,codes_publics,codes_thematiques,latitude,longitude
Ref_0570,,34,BEZIERS,,Mutualité Sociale Agricole - site de BEZIERS,Parc Club La Devèze,34500,166 Rue Maurice Béjart,,166 Rue Maurice Béjart 34500 BEZIERS,,,,04-99-58-3000,,https://languedoc.msa.fr/lfy/contact-particulier,,,,,,,,juil-22,,Gratuit;Inscription obligatoire;Sur Rendez-Vous;Matériel personnel demandé,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.332104,3.250604
Ref_0571,,34,LUNEL,,Mutualité Sociale Agricole - agence de LUNEL,ZAC de la Petite camargue,34400,270 chemin des oliviers,,270 chemin des oliviers 34400 LUNEL,,,,04-99-58-3000,,https://languedoc.msa.fr/lfy/contact-particulier,,,,,,,,juil-22,,Gratuit;Inscription obligatoire;Sur Rendez-Vous;Matériel personnel demandé,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.688387,4.142504
Ref_0572,,34,BEDARIEUX,,Mutualité Sociale Agricole - permanence de BEDARIEUX,Maison de Pays,34600,1 rue république,,1 rue république 34600 BEDARIEUX,,,,04-99-58-3000,,https://languedoc.msa.fr/lfy/contact-particulier,,,,,,,,juil-22,,Gratuit;Inscription obligatoire;Sur Rendez-Vous;Matériel personnel demandé,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.61645,3.157437
Ref_0573,,34,OLONZAC,,Mutualité Sociale Agricole - Point d'accueil sur RDV d'OLONZAC,,34210,19 Grand Rue,,19 Grand Rue 34210 OLONZAC,,,,04-99-58-3000,,https://languedoc.msa.fr/lfy/contact-particulier,,,,,,,,juil-22,,Gratuit;Inscription obligatoire;Sur Rendez-Vous;Matériel personnel demandé,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.284279,2.730739
Ref_0574,,34,MEZE,,Mutualité Sociale Agricole - permanence de MEZE,Mairie annexe,34140,1 rue de la cave coopérative,,1 rue de la cave coopérative 34140 MEZE,,,,04-99-58-3000,,https://languedoc.msa.fr/lfy/contact-particulier,,,,,,,,juil-22,,Gratuit;Inscription obligatoire;Sur Rendez-Vous;Matériel personnel demandé,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.422849,3.602605
Ref_0575,,34,OLARGUES,,Maison de Services Au Public d'OLARGUES (Centre CEBENNA),,34390,avenue du champ des Horts,,avenue du champ des Horts 34390 OLARGUES,,,,04.67.97.88.02,florian.essono@cebenna.org,https://www.maisondeservicesaupublic.fr/content/centre-cebenna-olargues,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.555874,2.913117
Ref_0576,,34,LE CAYLAR,,Maison de Services Au Public de LE CAYLAR (LA POSTE),La Poste,34520,Quartier des Rocailles,,Quartier des Rocailles 34520 LE CAYLAR,,,,04.67.02.28.50,msap.le-caylar@laposte.fr,https://www.maisondeservicesaupublic.fr/content/le-caylar-bureau-de-poste,,,,,,,,juil-22,,Gratuit;Sans Rendez-Vous,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.864544,3.315562
Ref_0577,,34,MAUREILHAN,,Maison de Services Au Public de MAUREILHAN (LA POSTE),La Poste,34370,3 rue Pierre Flourens,,3 rue Pierre Flourens 34370 MAUREILHAN,,,,,msap.maureilhan@laposte.fr,https://www.maisondeservicesaupublic.fr/content/maureilhan-bureau-de-poste,,,,,,,,juil-22,,Gratuit;Sans Rendez-Vous,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.3582,3.120784
Ref_0578,,34,SAINT-PARGOIRE,,Maison de Services Au Public de SAINT PARGOIRE (LA POSTE),La Poste,34230,10 rue de la Paix,,10 rue de la Paix 34230 SAINT-PARGOIRE,,,,,msap.saint-pargoire@laposte.fr,https://www.maisondeservicesaupublic.fr/content/saint-pargoire-bureau-de-poste,,,,,,,,juil-22,,Gratuit;Sans Rendez-Vous,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.529225,3.519964
Ref_0579,,34,CEBAZAN,,Maison de Services Au Public itinérante de CEBEZAN (SUD HERAULT),Mairie,34360,34 Avenue de Béziers,,34 Avenue de Béziers 34360 CEBAZAN,,,,06.43.95.11.95,msapitinerante@cc-sud-herault.fr,https://www.cc-sud-herault.fr/action-sociale/maison-services-public/,,,,,,,,juil-22,,Gratuit;Sans Rendez-Vous;Sur Rendez-Vous,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.403804,2.973593
Ref_0580,,34,CREISSAN,,Maison de Services Au Public itinérante de CREISSAN (SUD HERAULT),Mairie,34370,7 avenue de la République,,7 avenue de la République 34370 CREISSAN,,,,06.43.95.11.95,msapitinerante@cc-sud-herault.fr,https://www.cc-sud-herault.fr/action-sociale/maison-services-public/,,,,,,,,juil-22,,Gratuit;Sans Rendez-Vous;Sur Rendez-Vous,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.374676,3.009395
Ref_0581,,34,CRUZY,,Maison de Services Au Public itinérante de CRUZY (SUD HERAULT),Mairie,34310,2 place Jean Jaurès,,2 place Jean Jaurès 34310 CRUZY,,,,06.43.95.11.95,msapitinerante@cc-sud-herault.fr,https://www.cc-sud-herault.fr/action-sociale/maison-services-public/,,,,,,,,juil-22,,Gratuit;Sans Rendez-Vous;Sur Rendez-Vous,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.354571,2.941235
Ref_0582,,34,CAZEDARNES,,Maison de Services Au Public itinérante de CAZEDARNES (SUD HERAULT),,34460,4 avenue Abbé-Brouillet,,4 avenue Abbé-Brouillet 34460 CAZEDARNES,,,,06.43.95.11.95,msapitinerante@cc-sud-herault.fr,https://www.cc-sud-herault.fr/action-sociale/maison-services-public/,,,,,,,,juil-22,,Gratuit;Sans Rendez-Vous;Sur Rendez-Vous,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.423136,3.027563
Ref_0583,,34,SAINT-CHINIAN,,Maison de Services Au Public itinérante de SAINT CHINIAN (SUD HERAULT),Mairie,34360,1 grand rue,,1 grand rue 34360 SAINT-CHINIAN,,,,06.43.95.11.95,msapitinerante@cc-sud-herault.fr,https://www.cc-sud-herault.fr/action-sociale/maison-services-public/,,,,,,,,juil-22,,Gratuit;Sans Rendez-Vous;Sur Rendez-Vous,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.421138,2.946859
Ref_0584,,34,CESSENON-SUR-ORB,,Maison de Services Au Public itinérante de CESSENON SUR ORB (SUD HERAULT),Mairie,34460,Plan Jean-Moulin,,Plan Jean-Moulin 34460 CESSENON-SUR-ORB,,,,06.43.95.11.95,msapitinerante@cc-sud-herault.fr,https://www.cc-sud-herault.fr/action-sociale/maison-services-public/,,,,,,,,juil-22,,Gratuit;Sans Rendez-Vous;Sur Rendez-Vous,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.449508,3.049242
Ref_0585,,34,QUARANTE,,Maison de Services Au Public itinérante de QUARANTE (SUD HERAULT),,34310,Place de la Mairie,,Place de la Mairie 34310 QUARANTE,,,,06.43.95.11.95,msapitinerante@cc-sud-herault.fr,https://www.cc-sud-herault.fr/action-sociale/maison-services-public/,,,,,,,,juil-22,,Gratuit;Sans Rendez-Vous;Sur Rendez-Vous,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.346886,2.962008
Ref_0586,,34,PUISSERGUIER,,Maison de Services Au Public itinérante de PUISSERGUIER (SUD HERAULT),Mairie,34620,10 Boulevard Jean Jaurès,,10 Boulevard Jean Jaurès 34620 PUISSERGUIER,,,,06.43.95.11.95,msapitinerante@cc-sud-herault.fr,https://www.cc-sud-herault.fr/action-sociale/maison-services-public/,,,,,,,,juil-22,,Gratuit;Sans Rendez-Vous;Sur Rendez-Vous,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.367823,3.040665
Ref_0587,,34,MONTPELLIER,,Pôle Emploi - agence de MONTPELLIER Cévennes,,34080,411 rue Favre de Saint Castor,,411 rue Favre de Saint Castor 34080 MONTPELLIER,,,,Contact demandeur d'emploi : 3949,Contact pour entreprise : entreprise.montpellier.cevennes@pole-emploi.net,https://www.pole-emploi.fr,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous;Lieu d'habitation de la personne,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.617409,3.825919
Ref_0588,,34,CASTELNAU-LE-LEZ,,Pôle Emploi - agence de MONTPELLIER Castelnau,,34170,400 Avenue Marcel Dassault,,400 Avenue Marcel Dassault 34170 CASTELNAU-LE-LEZ,,,,Contact demandeur d'emploi : 3949,Contact pour entreprise : entreprise.montpellier.castelnau@pole-emploi.net,https://www.pole-emploi.fr,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous;Lieu d'habitation de la personne,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.628646,3.911548
Ref_0589,,34,LUNEL,,Pôle Emploi - agence de LUNEL,,34400,300 avenue des Abrivados,,300 avenue des Abrivados 34400 LUNEL,,,,Contact demandeur d'emploi : 3949,Contact pour entreprise : entreprise.lunel@pole-emploi.net,https://www.pole-emploi.fr,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous;Lieu d'habitation de la personne,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.670643,4.129023
Ref_0590,,34,PEROLS,,Pôle Emploi - agence de MONTPELLIER Méditerranée,immeuble Pégase,34470,300 impasse John Locke,,300 impasse John Locke 34470 PEROLS,,,,Contact demandeur d'emploi : 3949,Contact pour entreprise : entreprise.montpellier.mediterranee@pole-emploi.net,https://www.pole-emploi.fr,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous;Lieu d'habitation de la personne,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.582292,3.938689
Ref_0591,,34,SAINT-JEAN-DE-VEDAS,,Pôle Emploi - agence de MONTPELLIER Mas de grille,,34430,rue Théophraste Renaudot,,rue Théophraste Renaudot 34430 SAINT-JEAN-DE-VEDAS,,,,Contact demandeur d'emploi : 3949,Contact entreprise : entreprise.montpellier.mas.de.grille@pole-emploi.net,https://www.pole-emploi.fr,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous;Lieu d'habitation de la personne,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.573759,3.851406
Ref_0592,,34,SETE,,Pôle Emploi - agence de SETE,,34204,220 avenue du Maréchal Juin,,220 avenue du Maréchal Juin 34204 SETE,,,,Contact demandeur d'emploi : 3949,Contact entreprise : entreprise.sete@pole-emploi.net,https://www.pole-emploi.fr,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous;Lieu d'habitation de la personne,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.40692,3.70373
Ref_0593,,34,AGDE,,Pôle Emploi - agence de AGDE,,34301,82 chemin de Janin,,82 chemin de Janin 34301 AGDE,,,,Contact demandeur d'emploi : 3949,Contact entreprise : entreprise.agde@pole-emploi.net,https://www.pole-emploi.fr,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous;Lieu d'habitation de la personne,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.301004,3.481094
Ref_0594,,34,BEZIERS,,Pôle Emploi - agence de BEZIERS Capiscol,Parc Club La Devèze,34500,166 Rue Maurice Béjart,,166 Rue Maurice Béjart 34500 BEZIERS,,,,Contact demandeur d'emploi : 3949,Contact entreprise : entreprise.beziers.capiscol@pole-emploi.net,https://www.pole-emploi.fr,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous;Lieu d'habitation de la personne,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.332104,3.250604
Ref_0595,,34,BEZIERS,,Pôle Emploi - agence de BEZIERS Courondelle,,34535,75 boulevard Colette Besson,,75 boulevard Colette Besson 34535 BEZIERS,,,,Contact Demandeur d'emploi : 3949,Contact entreprise : entreprise.beziers.courondelle@pole-emploi.net,https://www.pole-emploi.fr,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous;Lieu d'habitation de la personne,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.364327,3.223044
Ref_0596,,34,PEZENAS,,Pôle Emploi - agence de PEZENAS,,34120,ZA Les Rodettes,,ZA Les Rodettes 34120 PEZENAS,,,,Contact demandeur d'emploi : 3949,Contact entreprise : entreprise.pezenas@pole-emploi.net,https://www.pole-emploi.fr,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous;Lieu d'habitation de la personne,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.45165,3.413036
Ref_0597,,34,CLERMONT-L'HERAULT,,Pôle Emploi - agence de CLERMONT L'HERAULT,,34800,16 bis avenue de Montpellier,,16 bis avenue de Montpellier 34800 CLERMONT-L'HERAULT,,,,Contact demandeur d'emploi : 3949,Contact entreprise : entreprpise.clermont.l.herault@pole-emploi.net,https://www.pole-emploi.fr,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous;Lieu d'habitation de la personne,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.62986,3.435349
Ref_0598,,34,CLERMONT-L'HERAULT,,Association APIJE - CLERMONT L'HERAULT,,34800,2 rue Benjamin Guiraudou,,2 rue Benjamin Guiraudou 34800 CLERMONT-L'HERAULT,,,,,,https://www.caf.fr/sites/default/files/caf/348/Actualit%C3%A9s/D%C3%A9pliant%20accueil%20sur%20RDV/Depliantaccueilsur%20rendez-vous.pdf,,,,,,,,juil-22,,Gratuit;Sans Rendez-Vous,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.628463,3.434868
Ref_0599,,34,GIGNAC,,FACE HERAULT - GIGNAC,Centre social Le Mescladis,34150,10 rue Pierre Curie,,10 rue Pierre Curie 34150 GIGNAC,,,,,,https://www.caf.fr/sites/default/files/caf/348/Actualit%C3%A9s/D%C3%A9pliant%20accueil%20sur%20RDV/Depliantaccueilsur%20rendez-vous.pdf,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.653106,3.547437
Ref_0600,,34,LA GRANDE-MOTTE,,Association CLCV - LA GRANDE MOTTE,CCAS La Garrigue Bat C,34280,314 allée André Malraux,,314 allée André Malraux 34280 LA GRANDE-MOTTE,,,,,,https://www.caf.fr/sites/default/files/caf/348/Actualit%C3%A9s/D%C3%A9pliant%20accueil%20sur%20RDV/Depliantaccueilsur%20rendez-vous.pdf,,,,,,,,juil-22,,Gratuit;Sans Rendez-Vous,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.562978,4.090241
Ref_0601,,34,LODEVE,,Association TRAIT D'UNION - LODEVE,,34700,6 place de la République,,6 place de la République 34700 LODEVE,,,,,,https://www.caf.fr/sites/default/files/caf/348/Actualit%C3%A9s/D%C3%A9pliant%20accueil%20sur%20RDV/Depliantaccueilsur%20rendez-vous.pdf,,,,,,,,juil-22,,Gratuit;Sans Rendez-Vous,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.730837,3.319024
Ref_0602,,34,MEZE,,LA LIGUE DE L'ENSEIGNEMENT - MEZE,,34140,23 chemin de l'Etang,,23 chemin de l'Etang 34140 MEZE,,,,,,https://www.caf.fr/sites/default/files/caf/348/Actualit%C3%A9s/D%C3%A9pliant%20accueil%20sur%20RDV/Depliantaccueilsur%20rendez-vous.pdf,,,,,,,,juil-22,,Gratuit;Sans Rendez-Vous,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.426537,3.610982
Ref_0603,,34,SETE,,Agence Retraite de Sète,Immeuble le Settim,34200,97 boulevard Camille Blanc,,97 boulevard Camille Blanc 34200 SETE,,,,39 60,,https://www.lassuranceretraite.fr,,,,,,,,juil-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.401745,3.662438
Ref_0604,,34,PEZENAS,,Lieux d'Accès Multimédia de Pézenas (APP),,34120,2 rue des Docteurs Bastard,,2 rue des Docteurs Bastard 34120 PEZENAS,,,,04 67 98 31 10,app.pezenas.servian@gmail.com,,,,,,,,,juil-22,,Gratuit;Payant;Inscription obligatoire;Sur Rendez-Vous;Sans Rendez-Vous,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.458668,3.423996
Ref_0605,,34,MARSILLARGUES,,Espace de médiation numérique-permanence MARSILLARGUES (Adages espace famille),Centre socioculturel Louis Nicollin,34590,100 rue Edmond Rostand,,100 rue Edmond Rostand 34590 MARSILLARGUES,,,,,,,,,,,,,,juil-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.667455,4.173653
Ref_0606,,34,GIGEAN,,Espace de médiation numérique-permanence GIGEAN (IFIIP),,34770,13 rue de la République,,13 rue de la République 34770 GIGEAN,,,,,,,,,,,,,,juil-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.500566,3.711427
Ref_0607,,34,SETE,,Point d'Accueil Numérique - Concerthau,,34200,23 A Place Le Sardinal,,23 A Place Le Sardinal 34200 SETE,,,,04.67.46.13.40,concerthau@free.fr,http://www.concerthau.com,,,,,,,,juil-22,,Payant;Inscription obligatoire;Sur Rendez-Vous;Sans Rendez-Vous,,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.412177,3.662134
Ref_0608,,34,MEZE,,Point d'Accueil Numérique - CCAS de Mèze,Résidence le Courrier du Printemps,34140,Rue Edouard et Juliette Massal,,Rue Edouard et Juliette Massal 34140 MEZE,,,,04 67 43 60 67,serviceadministratif@ccas-ville-meze.fr,http://www.ville-meze.fr,,,,,,,,juil-22,,Gratuit;Sans Rendez-Vous,,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.425646,3.600659
Ref_0609,,34,FRONTIGNAN,,Point d'Accueil Numérique - Espace de Vie Sociale Femmes en Languedoc-Roussillon,,34110,5 Avenue Pasteur,,5 Avenue Pasteur 34110 FRONTIGNAN,,,,04.34.53.54.62,femmesenlanguedoc@gmail.com,https://femmesenlanguedoc.wordpress.com/,,,,,,,,juil-22,,Inscription obligatoire;Payant;Sur Rendez-Vous,,,,,ACCDS,,,,,,,,,,,,,,,,APTIC,APTIC,,,,,,,,43.450259,3.753349
Ref_0610,,34,MEZE,,Point d'Accueil Numérique - Ligue de l'Enseignement Hérault - Mèze,,34140,23 chemin de l'Etang,,23 chemin de l'Etang 34140 MEZE,,,,04 67 43 87 88,sete@laligue34.org,http://www.laligue34.org,,,,,,,,juil-22,,Gratuit;Inscription obligatoire;Sans Rendez-Vous,,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.426537,3.610982
Ref_0611,,34,SETE,,Point d'Accueil Numérique - Ligue de l'Enseignement Hérault - Sète,Résidence Le Globe,34200,79 Avenue Antoine de Saint-Exupéry,,79 Avenue Antoine de Saint-Exupéry 34200 SETE,,,,04 67 53 60 29,sete@laligue34.org,http://www.laligue34.org,,,,,,,,juil-22,,Gratuit;Inscription obligatoire;Sans Rendez-Vous,,,,,ACCDS,,,,,,,,,,,,,,,,APTIC,APTIC,,,,,,,,43.413558,3.663233
Ref_0612,,34,AGDE,,Point d'Accueil Numérique - IFIIP,,34300,12 bis chemin d'Agde au Mont Saint-Loup,,12 bis chemin d'Agde au Mont Saint-Loup 34300 AGDE,,,,04 67 00 29 52,contact@ifiipfr,,,,,,,,,juil-22,,Gratuit;Inscription obligatoire;Sans Rendez-Vous;Sur Rendez-Vous,,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.309163,3.479796
Ref_0613,,34,MONTPELLIER,,Agence Retraite de Montpellier,,34000,72 boulevard Pénélope,,72 boulevard Pénélope 34000 MONTPELLIER,,,,39 60,,http://www.lassuranceretraite.fr,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous,,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.603631,3.913143
Ref_0614,,34,MONTPELLIER,,Lieu d'Accès Multimédia de l'association Jasmin d'Orient,La maison du vivre ensemble,34070,1 bis rue Jean Vachet,,1 bis rue Jean Vachet 34070 MONTPELLIER,,,,04 99 51 62 78,jasmindorient34@gmail.com,https://www.jasmindorient.fr/,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.592349,3.884838
Ref_0615,,34,MEZE,,Relais Numérique Itinérant - APIJE,Résidence le Courrier du Printemps,34140,Rue Edouard et Juliette Massal,,Rue Edouard et Juliette Massal 34140 MEZE,,,,04 67 74 08 29,espace.numerique@apije.org,http://apije.org/relai-numerique-itinerant,,,,,,,,juil-22,,Gratuit;Inscription obligatoire;Sans Rendez-Vous;Sur Rendez-Vous,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.425646,3.600659
Ref_0616,,34,MARSEILLAN,,Relais Numérique Itinérant - APIJE,Mairie,34340,1 Rue du Général De Gaulle,,1 Rue du Général De Gaulle 34340 MARSEILLAN,,,,04 67 74 08 29,espace.numerique@apije.org,http://apije.org/relai-numerique-itinerant,,,,,,,,juil-22,,Gratuit;Inscription obligatoire;Sans Rendez-Vous;Sur Rendez-Vous,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.356008,3.527895
Ref_0617,,34,BALARUC-LES-BAINS,,Relais Numérique Itinérant - APIJE,Espace Louise Michel,34540,Rue des Écoles,,Rue des Écoles 34540 BALARUC-LES-BAINS,,,,04 67 74 08 29,espace.numerique@apije.org,http://apije.org/relai-numerique-itinerant,,,,,,,,juil-22,,Gratuit;Inscription obligatoire;Sur Rendez-Vous;Sans Rendez-Vous,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.445914,3.70058
Ref_0618,,34,LOUPIAN,,Relais Numérique Itinérant - APIJE,CCAS,34140,18 Rue des Logis,,18 Rue des Logis 34140 LOUPIAN,,,,04 67 74 08 29,espace.numerique@apije.org,http://apije.org/relai-numerique-itinerant,,,,,,,,juil-22,,Gratuit;Inscription obligatoire;Sans Rendez-Vous;Sur Rendez-Vous,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.448686,3.613306
Ref_0619,,34,VILLEVEYRAC,,Relais Numérique Itinérant - APIJE,CCAS,34560,1 Place de la République,,1 Place de la République 34560 VILLEVEYRAC,,,,04 67 74 08 29,espace.numerique@apije.org,http://apije.org/relai-numerique-itinerant,,,,,,,,juil-22,,Gratuit;Inscription obligatoire;Sans Rendez-Vous;Sur Rendez-Vous,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.499438,3.605813
Ref_0620,,34,POUSSAN,,Relais Numérique Itinérant - APIJE,Mairie,34560,1 Place de la Mairie,,1 Place de la Mairie 34560 POUSSAN,,,,04 67 74 08 29,espace.numerique@apije.org,http://apije.org/relai-numerique-itinerant,,,,,,,,juil-22,,Gratuit;Inscription obligatoire;Sans Rendez-Vous;Sur Rendez-Vous,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.4875,3.667063
Ref_0621,,34,MONTBAZIN,,Relais Numérique Itinérant - APIJE,Maison des sports,34560,12 Rue de la Carrierasse,,12 Rue de la Carrierasse 34560 MONTBAZIN,,,,04 67 74 08 29,espace.numerique@apije.org,http://apije.org/relai-numerique-itinerant,,,,,,,,juil-22,,Gratuit;Inscription obligatoire;Sans Rendez-Vous;Sur Rendez-Vous,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.515221,3.695615
Ref_0622,,34,MIREVAL,,Relais Numérique Itinérant - APIJE,Mairie,34110,7 Place louis Aragon,,7 Place louis Aragon 34110 MIREVAL,,,,04 67 74 08 29,espace.numerique@apije.org,http://apije.org/relai-numerique-itinerant,,,,,,,,juil-22,,Gratuit;Inscription obligatoire;Sans Rendez-Vous;Sur Rendez-Vous,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.508004,3.801061
Ref_0623,,34,LUNEL,,LAM Association APIJE,,34400,90 rue de l’industrie,,90 rue de l’industrie 34400 LUNEL,,,,04 67 71 48 50,espace.numeriquelunel@apije.org,,,,,,,,,juil-22,,Gratuit;Sans Rendez-Vous;Sur Rendez-Vous,ACCDA,,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,,,43.677848,4.120594
Ref_0624,,34,FRONTIGNAN,,France Services FRONTIGNAN,,34110,5 rue du député Lucien Salette,,5 rue du député Lucien Salette 34110 FRONTIGNAN,,,,04 67 18 50 64,france.services@frontignan.fr,,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.446859,3.754988
Ref_0625,,34,CLARET,,France Services CLARET (La Poste),La Poste,34270,Place de l'Hermet,,Place de l'Hermet 34270 CLARET,,,,04 67 59 00 38,claret@france-services.gouv.fr,,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.861475,3.906006
Ref_0626,,34,MONTPELLIER,,France Services MONTPELLIER ALCO (FACE HERAULT),,34080,101 rue Robert Fabre,,101 rue Robert Fabre 34080 MONTPELLIER,,,,04 99 23 17 69,face.herault@fondationface.org,,,,,,,,,juil-22,,Sans Rendez-Vous;Sur Rendez-Vous;Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.618226,3.837622
Ref_0627,,34,LODEVE,,France Services LODEVE (LODEVOIS ET LARZAC),,34700,1 place capitaine Francis Morand,,1 place capitaine Francis Morand 34700 LODEVE,,,,04 11 95 01 40,franceservices@lodevoisetlarzac.fr,,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.731809,3.316947
Ref_0628,,34,OLONZAC,,France Services OLONZAC,,34210,35 route d’Oupia,,35 route d’Oupia 34210 OLONZAC,,,,09 74 05 89 53,franceservices.olonzac@cdcmc.fr,,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.285183,2.741159
